Fecha;Concepto;Detalle;Débito;Crédito;Saldo
04/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508050925078 BENEF: 0-20144878338 REF:VAR-5080509250 Referencia: BAPRO;109.771,00;;8.558.021,29
04/08/2022;Impuesto Débitos y Créditos/DB;;658,63;;8.667.792,29
04/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052977107 BENEF: 0-20318273201 REF:VAR-5080529771 Referencia: BAPRO;121.376,00;;8.668.450,92
04/08/2022;Impuesto Débitos y Créditos/DB;;728,26;;8.789.826,92
04/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053146586 BENEF: 0-20957501908 REF:VAR-5080531465 Referencia: BAPRO;160.714,00;;8.790.555,18
04/08/2022;Impuesto Débitos y Créditos/DB;;964,28;;8.951.269,18
04/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508053703707 BENEF: 0-20281639103 REF:VAR-5080537037 Referencia: BAPRO;116.704,00;;8.952.233,46
04/08/2022;Impuesto Débitos y Créditos/DB;;700,22;;9.068.937,46
04/08/2022;Trf. Masivas Pago Proveedores;CBU:01400380-03508052991521 BENEF: 0-20332262883 REF:VAR-5080529915 Referencia: BAPRO;100.896,00;;9.069.637,68
04/08/2022;Impuesto Débitos y Créditos/DB;;605,38;;9.170.533,68
04/08/2022;Credito DEBIN;PDX4OGNYW11XR1R90L6EY5 TE ENVIARON DINERO DESDE MERCADO PAGO EN CONCEPTO DE VARIOS CBU/CVU:0000003100027016978237 CUIT:33708528809;;1.100.000,00;9.171.139,06
04/08/2022;Crédito por Transferencia;I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL;;17.000.000,00;8.071.139,06
04/08/2022;Deb. Pago de Sueldo;;8.975.093,00;;-8.928.860,94
04/08/2022;Impuesto Débitos y Créditos/DB;;53.850,56;;46.232,06
04/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30706034532 FINCREDIT LTDA. COOP. C.C. Y  Referencia: 6415408;;16.836.531,61;100.082,62
04/08/2022;IIBB- Acreditaciones Bancarias;;303.057,57;;-16.736.448,99
04/08/2022;Impuesto Débitos y Créditos/CR;;101.019,19;;-16.433.391,42
04/08/2022;Impuesto Débitos y Créditos/DB;;1.818,35;;-16.332.372,23
04/08/2022;Descto. Docum.- Acreditación;;;1.139.029,91;-16.330.553,88
04/08/2022;IIBB- Acreditaciones Bancarias;;20.502,54;;-17.469.583,79
04/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 939;2.250.000,00;;-17.449.081,25
04/08/2022;Impuesto Débitos y Créditos/DB;;13.500,00;;-15.199.081,25
04/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 987;1.575.328,37;;-15.185.581,25
04/08/2022;Impuesto Débitos y Créditos/DB;;9.451,97;;-13.610.252,88
04/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1202;1.009.848,20;;-13.600.800,91
04/08/2022;Impuesto Débitos y Créditos/DB;;6.059,09;;-12.590.952,71
04/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1203;1.009.848,20;;-12.584.893,62
04/08/2022;Impuesto Débitos y Créditos/DB;;6.059,09;;-11.575.045,42
04/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1241;98.993,40;;-11.568.986,33
04/08/2022;Impuesto Débitos y Créditos/DB;;593,96;;-11.469.992,93
04/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 750;1.693.845,56;;-11.469.398,97
04/08/2022;Impuesto Débitos y Créditos/DB;;10.163,07;;-9.775.553,41
03/08/2022;Impuesto Débitos y Créditos/DB;;1,30;;-9.765.390,34
03/08/2022;Impuesto Débitos y Créditos/DB;;0,27;;-9.765.389,04
03/08/2022;Impuesto Débitos y Créditos/DB;;0,21;;-9.765.388,77
03/08/2022;Impuesto Débitos y Créditos/DB;;0,04;;-9.765.388,56
03/08/2022;Impuesto Débitos y Créditos/DB;;0,57;;-9.765.388,52
03/08/2022;Impuesto Débitos y Créditos/DB;;0,12;;-9.765.387,95
03/08/2022;Comisión Consulta Cámara;;35,00;;-9.765.387,83
03/08/2022;IVA;;7,35;;-9.765.352,83
03/08/2022;Comisión Riesgo Contigente;;216,00;;-9.765.345,48
03/08/2022;IVA;;45,36;;-9.765.129,48
03/08/2022;Acreditación Cheque Dep.48 Hs.;Número De Cheque: 9325508;;36.020,50;-9.765.084,12
03/08/2022;Impuesto Débitos y Créditos/CR;;216,12;;-9.801.104,62
03/08/2022;Impuesto Débitos y Créditos/DB;;3,89;;-9.800.888,50
03/08/2022;IIBB- Acreditaciones Bancarias;;648,37;;-9.800.884,61
03/08/2022;Crédito por Transferencia;I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL;;1.000.000,00;-9.800.236,24
03/08/2022;COMISIONES DATANET;;94,20;;-10.800.236,24
03/08/2022;IVA;;19,78;;-10.800.142,04
03/08/2022;Crédito por Transferencia;I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL;;5.700.000,00;-10.800.122,26
03/08/2022;Crédito por Transferencia;MESOPOTAMIAN DRINKS SAA - 30716972581 REF:FAC-6315 BANCO BICA;;269.774,34;-16.500.122,26
03/08/2022;IIBB- Acreditaciones Bancarias;;4.855,94;;-16.769.896,60
03/08/2022;Impuesto Débitos y Créditos/CR;;1.618,65;;-16.765.040,66
03/08/2022;Impuesto Débitos y Créditos/DB;;29,14;;-16.763.422,01
03/08/2022;Impuesto Débitos y Créditos/DB;;0,25;;-16.763.392,87
03/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 751;1.693.845,56;;-16.763.392,62
03/08/2022;Impuesto Débitos y Créditos/DB;;10.163,07;;-15.069.547,06
03/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 940;2.000.000,00;;-15.059.383,99
03/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-13.059.383,99
03/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 988;1.575.328,37;;-13.047.383,99
03/08/2022;Impuesto Débitos y Créditos/DB;;9.451,97;;-11.472.055,62
03/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1020;195.434,47;;-11.462.603,65
03/08/2022;Impuesto Débitos y Créditos/DB;;1.172,61;;-11.267.169,18
03/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1219;53.900,00;;-11.265.996,57
03/08/2022;Impuesto Débitos y Créditos/DB;;323,40;;-11.212.096,57
03/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1285;250.960,07;;-11.211.773,17
03/08/2022;Impuesto Débitos y Créditos/DB;;1.505,76;;-10.960.813,10
02/08/2022;Comisión Consulta Cámara;;35,00;;-10.959.307,34
02/08/2022;IVA;;7,35;;-10.959.272,34
02/08/2022;DEB BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW S.A.  Referencia: 5966165;1.000.000,00;;-10.959.264,99
02/08/2022;Crédito por Transferencia;AM CARGAS SA - 30704459099 REF:VAR-VARIOS;;260.000,00;-9.959.264,99
02/08/2022;IIBB- Acreditaciones Bancarias;;4.680,00;;-10.219.264,99
02/08/2022;Impuesto Débitos y Créditos/CR;;1.560,00;;-10.214.584,99
02/08/2022;Impuesto Débitos y Créditos/DB;;28,08;;-10.213.024,99
02/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30706034532 FINCREDIT LTDA COOPERATIVA DE  Referencia: 5907015;;11.906.836,96;-10.212.996,91
02/08/2022;IIBB- Acreditaciones Bancarias;;214.323,07;;-22.119.833,87
02/08/2022;Impuesto Débitos y Créditos/CR;;71.441,02;;-21.905.510,80
02/08/2022;Impuesto Débitos y Créditos/DB;;1.285,94;;-21.834.069,78
02/08/2022;CRED BCA ELECTRONICA INTERBANC;PROVEEDORES 30706034532 FINCREDIT COOP CRED CONS Y VI  Referencia: 5907014;;1.000.000,00;-21.832.783,84
02/08/2022;IIBB- Acreditaciones Bancarias;;18.000,00;;-22.832.783,84
02/08/2022;Impuesto Débitos y Créditos/CR;;6.000,00;;-22.814.783,84
02/08/2022;Impuesto Débitos y Créditos/DB;;108,00;;-22.808.783,84
02/08/2022;Descto. Docum.- Acreditación;;;391.249,73;-22.808.675,84
02/08/2022;IIBB- Acreditaciones Bancarias;;7.042,50;;-23.199.925,57
02/08/2022;Impuesto Débitos y Créditos/DB;;35,99;;-23.192.883,07
02/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304438;148.903,83;;-23.192.847,08
02/08/2022;Impuesto Débitos y Créditos/DB;;893,42;;-23.043.943,25
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1199;383.291,91;;-23.043.049,83
02/08/2022;Impuesto Débitos y Créditos/DB;;2.299,75;;-22.659.757,92
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1264;12.610,50;;-22.657.458,17
02/08/2022;Impuesto Débitos y Créditos/DB;;75,66;;-22.644.847,67
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1266;61.737,50;;-22.644.772,01
02/08/2022;Impuesto Débitos y Créditos/DB;;370,43;;-22.583.034,51
02/08/2022;SIPAP - Pago Cheque de Cámara;Número De Cheque: 42304430;149.799,15;;-22.582.664,08
02/08/2022;Impuesto Débitos y Créditos/DB;;898,79;;-22.432.864,93
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1169;39.015,00;;-22.431.966,14
02/08/2022;Impuesto Débitos y Créditos/DB;;234,09;;-22.392.951,14
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1170;272.000,00;;-22.392.717,05
02/08/2022;Impuesto Débitos y Créditos/DB;;1.632,00;;-22.120.717,05
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1173;144.070,88;;-22.119.085,05
02/08/2022;Impuesto Débitos y Créditos/DB;;864,43;;-21.975.014,17
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1182;387.089,00;;-21.974.149,74
02/08/2022;Impuesto Débitos y Créditos/DB;;2.322,53;;-21.587.060,74
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1194;199.438,92;;-21.584.738,21
02/08/2022;Impuesto Débitos y Créditos/DB;;1.196,63;;-21.385.299,29
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1042;87.647,15;;-21.384.102,66
02/08/2022;Impuesto Débitos y Créditos/DB;;525,88;;-21.296.455,51
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1098;164.297,10;;-21.295.929,63
02/08/2022;Impuesto Débitos y Créditos/DB;;985,78;;-21.131.632,53
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1103;83.451,55;;-21.130.646,75
02/08/2022;Impuesto Débitos y Créditos/DB;;500,71;;-21.047.195,20
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1104;806.959,03;;-21.046.694,49
02/08/2022;Impuesto Débitos y Créditos/DB;;4.841,75;;-20.239.735,46
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1159;620.143,40;;-20.234.893,71
02/08/2022;Impuesto Débitos y Créditos/DB;;3.720,86;;-19.614.750,31
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1160;585.080,36;;-19.611.029,45
02/08/2022;Impuesto Débitos y Créditos/DB;;3.510,48;;-19.025.949,09
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1164;422.267,20;;-19.022.438,61
02/08/2022;Impuesto Débitos y Créditos/DB;;2.533,60;;-18.600.171,41
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1166;150.000,00;;-18.597.637,81
02/08/2022;Impuesto Débitos y Créditos/DB;;900,00;;-18.447.637,81
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1168;81.543,82;;-18.446.737,81
02/08/2022;Impuesto Débitos y Créditos/DB;;489,26;;-18.365.193,99
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 752;1.693.845,56;;-18.364.704,73
02/08/2022;Impuesto Débitos y Créditos/DB;;10.163,07;;-16.670.859,17
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 941;2.000.000,00;;-16.660.696,10
02/08/2022;Impuesto Débitos y Créditos/DB;;12.000,00;;-14.660.696,10
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 989;1.575.328,37;;-14.648.696,10
02/08/2022;Impuesto Débitos y Créditos/DB;;9.451,97;;-13.073.367,73
02/08/2022;Pago Cheque de Cámara Recibida;Número De Cheque: 1025;707.700,35;;-13.063.915,76
02/08/2022;Impuesto Débitos y Créditos/DB;;4.246,20;;-12.356.215,41
01/08/2022;Trf. Masivas Pago Proveedores;CBU:15006440-00064432287600 BENEF: 0-30711490708 REF:VAR-644322876 Referencia: 61335;284.993,71;;-12.351.969,21
01/08/2022;Impuesto Débitos y Créditos/DB;;1.709,96;;-12.066.975,50
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07201574-20000055162218 BENEF: 0-30710605102 REF:VAR-1570055162 Referencia: 61383;729.622,98;;-12.065.265,54
01/08/2022;Impuesto Débitos y Créditos/DB;;4.377,74;;-11.335.642,56
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01505344-01000126614397 BENEF: 0-20320473676 REF:VAR-0534011266 Referencia: 61352;583.802,01;;-11.331.264,82
01/08/2022;Impuesto Débitos y Créditos/DB;;3.502,81;;-10.747.462,81
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00702500-20000005508633 BENEF: 0-20234266935 REF:VAR-0005508625 Referencia: 61312;600.673,58;;-10.743.960,00
01/08/2022;Impuesto Débitos y Créditos/DB;;3.604,04;;-10.143.286,42
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07205330-88000035255040 BENEF: 0-27334985232 REF:VAR-5330035255 Referencia: 61276;636.670,98;;-10.139.682,38
01/08/2022;Impuesto Débitos y Créditos/DB;;3.820,03;;-9.503.011,40
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00701590-20000006393793 BENEF: 0-20242939981 REF:VAR-0006393715 Referencia: 61347;639.764,38;;-9.499.191,37
01/08/2022;Impuesto Débitos y Créditos/DB;;3.838,59;;-8.859.426,99
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07201192-20000002285504 BENEF: 0-30711958602 REF:VAR-1190002285 Referencia: 61381;655.345,30;;-8.855.588,40
01/08/2022;Impuesto Débitos y Créditos/DB;;3.932,07;;-8.200.243,10
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00702500-30004040066159 BENEF: 0-20225316458 REF:VAR-4040066125 Referencia: 61323;679.147,70;;-8.196.311,03
01/08/2022;Impuesto Débitos y Créditos/DB;;4.074,89;;-7.517.163,33
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01703311-20000042411945 BENEF: 0-30713285907 REF:VAR-331424119 Referencia: 61380;735.197,92;;-7.513.088,44
01/08/2022;Impuesto Débitos y Créditos/DB;;4.411,19;;-6.777.890,52
01/08/2022;Trf. Masivas Pago Proveedores;CBU:15006440-00064432023646 BENEF: 0-30707718443 REF:VAR-644320236 Referencia: 61386;537.343,95;;-6.773.479,33
01/08/2022;Impuesto Débitos y Créditos/DB;;3.224,06;;-6.236.135,38
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01107175-30071703128701 BENEF: 0-20337458301 REF:VAR-3505717031 Referencia: 61321;798.174,08;;-6.232.911,32
01/08/2022;Impuesto Débitos y Créditos/DB;;4.789,04;;-5.434.737,24
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00701798-30004019705113 BENEF: 0-23313155579 REF:VAR-4019705117 Referencia: 61269;863.496,48;;-5.429.948,20
01/08/2022;Impuesto Débitos y Créditos/DB;;5.180,98;;-4.566.451,72
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00703718-30004017183214 BENEF: 0-20308881254 REF:VAR-4017183237 Referencia: 61399;943.953,81;;-4.561.270,74
01/08/2022;Impuesto Débitos y Créditos/DB;;5.663,72;;-3.617.316,93
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07205545-20000000033204 BENEF: 0-33716842199 REF:VAR-5540000033 Referencia: 61382;944.493,88;;-3.611.653,21
01/08/2022;Impuesto Débitos y Créditos/DB;;5.666,96;;-2.667.159,33
01/08/2022;Trf. Masivas Pago Proveedores;CBU:25900134-10370570610077 BENEF: 0-30716857103 REF:VAR-3705706100 Referencia: 61385;1.485.793,47;;-2.661.492,37
01/08/2022;Impuesto Débitos y Créditos/DB;;8.914,76;;-1.175.698,90
01/08/2022;Trf. Masivas Pago Proveedores;CBU:03401343-00134006544003 BENEF: 0-20179646928 REF:VAR-1341340065 Referencia: 61283;539.896,95;;-1.166.784,14
01/08/2022;Impuesto Débitos y Créditos/DB;;3.239,38;;-626.887,19
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07205545-88000035320636 BENEF: 0-20246088838 REF:VAR-5540035320 Referencia: 61346;532.574,07;;-623.647,81
01/08/2022;Impuesto Débitos y Créditos/DB;;3.195,44;;-91.073,74
01/08/2022;Trf. Masivas Pago Proveedores;CBU:15006327-00063260560846 BENEF: 0-20300384006 REF:VAR-632605608 Referencia: 61291;286.840,50;;-87.878,30
01/08/2022;Impuesto Débitos y Créditos/DB;;1.721,04;;198.962,20
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01701995-40000030895915 BENEF: 0-20351255677 REF:VAR-199308959 Referencia: 61376;323.743,35;;200.683,24
01/08/2022;Impuesto Débitos y Créditos/DB;;1.942,46;;524.426,59
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01100907-30009021733383 BENEF: 0-20389581918 REF:VAR-3219090217 Referencia: 61316;287.832,32;;526.369,05
01/08/2022;Impuesto Débitos y Créditos/DB;;1.726,99;;814.201,37
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00700429-30004039765283 BENEF: 0-20260609468 REF:VAR-4039765204 Referencia: 61400;288.462,36;;815.928,36
01/08/2022;Impuesto Débitos y Créditos/DB;;1.730,77;;1.104.390,72
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01401475-03403352290227 BENEF: 0-20314976496 REF:VAR-4033522902 Referencia: 61345;288.832,42;;1.106.121,49
01/08/2022;Impuesto Débitos y Créditos/DB;;1.732,99;;1.394.953,91
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01701742-20000000961266 BENEF: 0-30717245322 REF:VAR-174009612 Referencia: 61334;292.958,46;;1.396.686,90
01/08/2022;Impuesto Débitos y Créditos/DB;;1.757,75;;1.689.645,36
01/08/2022;Trf. Masivas Pago Proveedores;CBU:15000138-00006362676428 BENEF: 0-23298465914 REF:VAR-063626764 Referencia: 61275;310.185,94;;1.691.403,11
01/08/2022;Impuesto Débitos y Créditos/DB;;1.861,12;;2.001.589,05
01/08/2022;Trf. Masivas Pago Proveedores;CBU:28505169-40094732027998 BENEF: 0-20357403473 REF:VAR-4516094732 Referencia: 61295;321.563,81;;2.003.450,17
01/08/2022;Impuesto Débitos y Créditos/DB;;1.929,38;;2.325.013,98
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07200977-88000037050940 BENEF: 0-27358544288 REF:VAR-0970037050 Referencia: 61355;334.321,05;;2.326.943,36
01/08/2022;Impuesto Débitos y Créditos/DB;;2.005,93;;2.661.264,41
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00702500-20000001215157 BENEF: 0-20279153902 REF:VAR-0001215125 Referencia: 61358;531.019,86;;2.663.270,34
01/08/2022;Impuesto Débitos y Créditos/DB;;3.186,12;;3.194.290,20
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07200526-88000036307290 BENEF: 0-20272842974 REF:VAR-1660001769 Referencia: 61279;335.791,94;;3.197.476,32
01/08/2022;Impuesto Débitos y Créditos/DB;;2.014,75;;3.533.268,26
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01505344-01000125993400 BENEF: 0-27124180126 REF:VAR-0534011259 Referencia: 61325;342.898,86;;3.535.283,01
01/08/2022;Impuesto Débitos y Créditos/DB;;2.057,39;;3.878.181,87
01/08/2022;Trf. Masivas Pago Proveedores;CBU:02900421-10000042609211 BENEF: 0-27219386619 REF:VAR-0000004202 Referencia: 61317;385.917,00;;3.880.239,26
01/08/2022;Impuesto Débitos y Créditos/DB;;2.315,50;;4.266.156,26
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07202072-88000035838636 BENEF: 0-20136557018 REF:VAR-2070035838 Referencia: 61300;457.737,99;;4.268.471,76
01/08/2022;Impuesto Débitos y Créditos/DB;;2.746,43;;4.726.209,75
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07204542-88000035472504 BENEF: 0-20203686200 REF:VAR-4540035472 Referencia: 61377;483.302,51;;4.728.956,18
01/08/2022;Impuesto Débitos y Créditos/DB;;2.899,82;;5.212.258,69
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07202218-88000044386740 BENEF: 0-20277333458 REF:VAR-2210044386 Referencia: 61344;501.237,02;;5.215.158,51
01/08/2022;Impuesto Débitos y Créditos/DB;;3.007,42;;5.716.395,53
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07204924-20000000008954 BENEF: 0-30711613931 REF:VAR-4920000008 Referencia: 61336;2.558.868,96;;5.719.402,95
01/08/2022;Impuesto Débitos y Créditos/DB;;15.353,21;;8.278.271,91
01/08/2022;Trf. Masivas Pago Proveedores;CUIT: 30716623730 BENEF: TRANSPORTE RF16 SOCIEDAD DE RESPONSABILIDAD L Referencia: 61384;1.279.176,50;;8.293.625,12
01/08/2022;Impuesto Débitos y Créditos/DB;;7.675,06;;9.572.801,62
01/08/2022;Crédito por Transferencia;I FLOW SA - 33708528809 REF:VAR-VARIOS;;600.000,00;9.580.476,68
01/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW SA  Referencia: 2457664;;14.800.000,00;8.980.476,68
01/08/2022;Credito DEBIN;Z0KV8794LGMQ56Q9PEYDX4 TE ENVIARON DINERO DESDE MERCADO PAGO EN CONCEPTO DE VARIOS CBU/CVU:0000003100027016978237 CUIT:33708528809;;1.997.000,00;-5.819.523,32
01/08/2022;Crédito Transf. HomeBanking;C.U.I.T.-30704459099 AM CARGAS SA,;;1.100.000,00;-7.816.523,32
01/08/2022;IIBB- Acreditaciones Bancarias;;19.800,00;;-8.916.523,32
01/08/2022;Impuesto Débitos y Créditos/CR;;6.600,00;;-8.896.723,32
01/08/2022;Impuesto Débitos y Créditos/DB;;118,80;;-8.890.123,32
01/08/2022;Crédito Transf. HomeBanking;C.U.I.T.-30704459099 AM CARGAS SA,;;1.150.000,00;-8.890.004,52
01/08/2022;IIBB- Acreditaciones Bancarias;;20.700,00;;-10.040.004,52
01/08/2022;Impuesto Débitos y Créditos/CR;;6.900,00;;-10.019.304,52
01/08/2022;Impuesto Débitos y Créditos/DB;;124,20;;-10.012.404,52
01/08/2022;CRED BCA ELECTR INTERBANC EXEN;CUENTAS PROPIAS 33708528809 I FLOW SA/ I FLOW SA  Referencia: 0109352;;307.000,00;-10.012.280,32
01/08/2022;Crédito Transf. HomeBanking;C.U.I.T.-30708570962 FLETCORP S.A.;;750.000,00;-10.319.280,32
01/08/2022;IIBB- Acreditaciones Bancarias;;13.500,00;;-11.069.280,32
01/08/2022;Impuesto Débitos y Créditos/CR;;4.500,00;;-11.055.780,32
01/08/2022;Impuesto Débitos y Créditos/DB;;81,00;;-11.051.280,32
01/08/2022;Contras.Ints.Sobreg.;;;2.349,59;-11.051.199,32
01/08/2022;IVA;Referencia: Julio 2022;;246,71;-11.053.548,91
01/08/2022;Trf. Masivas Pago Proveedores;CBU:02900124-10000003620893 BENEF: 0-20219541296 REF:VAR-0000001202 Referencia: 61350;13.406,00;;-11.053.795,62
01/08/2022;Impuesto Débitos y Créditos/DB;;80,44;;-11.040.389,62
01/08/2022;Trf. Masivas Pago Proveedores;CBU:03400425-00429883503006 BENEF: 0-20210107364 REF:VAR-0424298835 Referencia: 61398;181.501,48;;-11.040.309,18
01/08/2022;Impuesto Débitos y Créditos/DB;;1.089,01;;-10.858.807,70
01/08/2022;Trf. Masivas Pago Proveedores;CBU:19100209-55002000553782 BENEF: 0-20321208453 REF:VAR-1910200055 Referencia: 61390;204.965,11;;-10.857.718,69
01/08/2022;Impuesto Débitos y Créditos/DB;;1.229,79;;-10.652.753,58
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01701889-40000032866371 BENEF: 0-27203872203 REF:VAR-188328663 Referencia: 61297;203.492,25;;-10.651.523,79
01/08/2022;Impuesto Débitos y Créditos/DB;;1.220,95;;-10.448.031,54
01/08/2022;Trf. Masivas Pago Proveedores;CBU:15006440-00064462156514 BENEF: 0-20336431701 REF:VAR-644621565 Referencia: 61274;201.443,78;;-10.446.810,59
01/08/2022;Impuesto Débitos y Créditos/DB;;1.208,66;;-10.245.366,81
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07203884-88000000931140 BENEF: 0-20274519054 REF:VAR-3880000931 Referencia: 61330;200.725,07;;-10.244.158,15
01/08/2022;Impuesto Débitos y Créditos/DB;;1.204,35;;-10.043.433,08
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01100976-30009705705833 BENEF: 0-20207472329 REF:VAR-2507097057 Referencia: 61332;193.532,62;;-10.042.228,73
01/08/2022;Impuesto Débitos y Créditos/DB;;1.161,20;;-9.848.696,11
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01401437-01506105042745 BENEF: 0-27925631944 REF:VAR-5061050427 Referencia: 61342;192.680,57;;-9.847.534,91
01/08/2022;Impuesto Débitos y Créditos/DB;;1.156,08;;-9.654.854,34
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01400199-03401950053963 BENEF: 0-20168194995 REF:VAR-4019500539 Referencia: 61287;192.680,57;;-9.653.698,26
01/08/2022;Impuesto Débitos y Créditos/DB;;1.156,08;;-9.461.017,69
01/08/2022;Trf. Masivas Pago Proveedores;CBU:07205002-88000005429754 BENEF: 0-20262649068 REF:VAR-5000005429 Referencia: 61395;191.113,50;;-9.459.861,61
01/08/2022;Impuesto Débitos y Créditos/DB;;1.146,68;;-9.268.748,11
01/08/2022;Trf. Masivas Pago Proveedores;CBU:15006914-00069165609864 BENEF: 0-20334946399 REF:VAR-691656098 Referencia: 61322;185.544,93;;-9.267.601,43
01/08/2022;Impuesto Débitos y Créditos/DB;;1.113,27;;-9.082.056,50
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00701262-30004018892142 BENEF: 0-27349497781 REF:VAR-4018892112 Referencia: 61359;181.304,00;;-9.080.943,23
01/08/2022;Impuesto Débitos y Créditos/DB;;1.087,82;;-8.899.639,23
01/08/2022;Trf. Masivas Pago Proveedores;CBU:01700053-20000002864037 BENEF: 0-20325072637 REF:VAR-005028640 Referencia: 61306;14.625,00;;-8.898.551,41
01/08/2022;Impuesto Débitos y Créditos/DB;;87,75;;-8.883.926,41
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00700948-30004019311978 BENEF: 0-20264656037 REF:VAR-4019311909 Referencia: 61289;175.853,20;;-8.883.838,66
01/08/2022;Impuesto Débitos y Créditos/DB;;1.055,12;;-8.707.985,46
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00703138-30004040345810 BENEF: 0-27406382198 REF:VAR-4040345831 Referencia: 61320;176.777,55;;-8.706.930,34
01/08/2022;Impuesto Débitos y Créditos/DB;;1.060,67;;-8.530.152,79
01/08/2022;Trf. Masivas Pago Proveedores;CBU:00703398-30004020525731 BENEF: 0-20117379729 REF:VAR-4020525733 Referencia: 61365;174.488,00;;-8.529.092,12
