fecha,concepto_supervielle,concepto_astor,codigo,debito,credito,saldo,objetivo
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"618,37",,"991.179,35",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"116.466,00",,"991.797,72",Trf. Masivas Pago Proveedores - CBU:01400380-03508051179412 BENEF: 0-27366889618 REF:VAR-5080511794 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"698,80",,"1.108.263,72",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"140.774,00",,"1.108.962,52",Trf. Masivas Pago Proveedores - CBU:01400380-03508053703882 BENEF: 0-20286686193 REF:VAR-5080537038 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"844,64",,"1.249.736,52",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"136.722,00",,"1.250.581,16",Trf. Masivas Pago Proveedores - CBU:01400380-03508052932863 BENEF: 0-27287255751 REF:VAR-5080529328 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"820,33",,"1.387.303,16",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"173.769,00",,"1.388.123,49",Trf. Masivas Pago Proveedores - CBU:01400380-03508053704267 BENEF: 0-20345020269 REF:VAR-5080537042 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.042,61",,"1.561.892,49",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"162.517,00",,"1.562.935,10",Trf. Masivas Pago Proveedores - CBU:01400380-03508053704342 BENEF: 0-20345020285 REF:VAR-5080537043 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"975,10",,"1.725.452,10",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"112.266,00",,"1.726.427,20",Trf. Masivas Pago Proveedores - CBU:01400380-03508051095316 BENEF: 0-20313757499 REF:VAR-5080510953 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"673,60",,"1.838.693,20",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"132.019,00",,"1.839.366,80",Trf. Masivas Pago Proveedores - CBU:01400380-03508053193902 BENEF: 0-20327653270 REF:VAR-5080531939 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"792,11",,"1.971.385,80",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"99.981,00",,"1.972.177,91",Trf. Masivas Pago Proveedores - CBU:01400380-03508052992760 BENEF: 0-27280219229 REF:VAR-5080529927 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"599,89",,"2.072.158,91",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"123.200,00",,"2.072.758,80",Trf. Masivas Pago Proveedores - CBU:01400380-03508053704939 BENEF: 0-20397401155 REF:VAR-5080537049 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"739,20",,"2.195.958,80",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"135.336,00",,"2.196.698,00",Trf. Masivas Pago Proveedores - CBU:01400380-03508052978186 BENEF: 0-27313265221 REF:VAR-5080529781 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"812,02",,"2.332.034,00",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"182.600,00",,"2.332.846,02",Trf. Masivas Pago Proveedores - CBU:01400380-03508054165072 BENEF: 0-20303144103 REF:VAR-5080541650 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.095,60",,"2.515.446,02",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"89.859,00",,"2.516.541,62",Trf. Masivas Pago Proveedores - CBU:01400380-03508053635006 BENEF: 0-27398034363 REF:VAR-5080536350 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"539,15",,"2.606.400,62",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"56.552,00",,"2.606.939,77",Trf. Masivas Pago Proveedores - CBU:01400380-03508052932948 BENEF: 0-20386716871 REF:VAR-5080529329 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"339,31",,"2.663.491,77",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"90.086,00",,"2.663.831,08",Trf. Masivas Pago Proveedores - CBU:01400380-03508053706201 BENEF: 0-23348360639 REF:VAR-5080537062 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"540,52",,"2.753.917,08",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"115.186,00",,"2.754.457,60",Trf. Masivas Pago Proveedores - CBU:01400380-03508052991019 BENEF: 0-20328837405 REF:VAR-5080529910 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"691,12",,"2.869.643,60",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"140.937,00",,"2.870.334,72",Trf. Masivas Pago Proveedores - CBU:01401499-03506550981653 BENEF: 0-27168442187 REF:VAR-5065509816 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"845,62",,"3.011.271,72",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"119.200,00",,"3.012.117,34",Trf. Masivas Pago Proveedores - CBU:01400380-03508052993305 BENEF: 0-27259986392 REF:VAR-5080529933 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"715,20",,"3.131.317,34",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"87.150,00",,"3.132.032,54",Trf. Masivas Pago Proveedores - CBU:01400380-03508054070521 BENEF: 0-20401361112 REF:VAR-5080540705 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"522,90",,"3.219.182,54",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"112.868,00",,"3.219.705,44",Trf. Masivas Pago Proveedores - CBU:01400380-03508053705154 BENEF: 0-20414595589 REF:VAR-5080537051 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"677,21",,"3.332.573,44",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"77.044,00",,"3.333.250,65",Trf. Masivas Pago Proveedores - CBU:01400380-03508052977619 BENEF: 0-20186427549 REF:VAR-5080529776 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"462,26",,"3.410.294,65",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"92.237,00",,"3.410.756,91",Trf. Masivas Pago Proveedores - CBU:01400380-03508052990399 BENEF: 0-20356078536 REF:VAR-5080529903 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"553,42",,"3.502.993,91",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"87.961,00",,"3.503.547,33",Trf. Masivas Pago Proveedores - CBU:01400380-03508053703295 BENEF: 0-20237018479 REF:VAR-5080537032 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"527,77",,"3.591.508,33",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"107.195,00",,"3.592.036,10",Trf. Masivas Pago Proveedores - CBU:01400380-03508053704502 BENEF: 0-20370206830 REF:VAR-5080537045 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"643,17",,"3.699.231,10",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"105.477,00",,"3.699.874,27",Trf. Masivas Pago Proveedores - CBU:01400380-03508053707600 BENEF: 0-27344725913 REF:VAR-5080537076 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"632,86",,"3.805.351,27",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"128.112,00",,"3.805.984,13",Trf. Masivas Pago Proveedores - CBU:01400380-03508052993497 BENEF: 0-20208245598 REF:VAR-5080529934 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"768,67",,"3.934.096,13",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"128.091,00",,"3.934.864,80",Trf. Masivas Pago Proveedores - CBU:01400380-03508053703370 BENEF: 0-20244577025 REF:VAR-5080537033 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"768,55",,"4.062.955,80",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"84.170,00",,"4.063.724,35",Trf. Masivas Pago Proveedores - CBU:01400380-03508052990986 BENEF: 0-20368242676 REF:VAR-5080529909 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"505,02",,"4.147.894,35",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"116.185,00",,"4.148.399,37",Trf. Masivas Pago Proveedores - CBU:01400380-03508052990801 BENEF: 0-20328838207 REF:VAR-5080529908 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"697,11",,"4.264.584,37",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"60.009,00",,"4.265.281,48",Trf. Masivas Pago Proveedores - CBU:01400380-03508054070873 BENEF: 0-20441263997 REF:VAR-5080540708 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"360,05",,"4.325.290,48",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"118.684,00",,"4.325.650,53",Trf. Masivas Pago Proveedores - CBU:01400380-03508051091246 BENEF: 0-20314918607 REF:VAR-5080510912 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"712,10",,"4.444.334,53",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"202.065,00",,"4.445.046,63",Trf. Masivas Pago Proveedores - CBU:01400380-03508053706980 BENEF: 0-27283867299 REF:VAR-5080537069 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.212,39",,"4.647.111,63",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"109.935,00",,"4.648.324,02",Trf. Masivas Pago Proveedores - CBU:01400380-03508053705079 BENEF: 0-20411396992 REF:VAR-5080537050 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"659,61",,"4.758.259,02",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"88.009,00",,"4.758.918,63",Trf. Masivas Pago Proveedores - CBU:01400380-03508053707952 BENEF: 0-27375379932 REF:VAR-5080537079 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"528,05",,"4.846.927,63",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"63.939,00",,"4.847.455,68",Trf. Masivas Pago Proveedores - CBU:01400380-03508053705741 BENEF: 0-20481747393 REF:VAR-5080537057 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"383,63",,"4.911.394,68",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"95.507,00",,"4.911.778,31",Trf. Masivas Pago Proveedores - CBU:01400380-03508053705826 BENEF: 0-20481747407 REF:VAR-5080537058 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"573,04",,"5.007.285,31",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"130.423,00",,"5.007.858,35",Trf. Masivas Pago Proveedores - CBU:01400380-03508052991101 BENEF: 0-20242319045 REF:VAR-5080529911 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"782,54",,"5.138.281,35",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"71.501,00",,"5.139.063,89",Trf. Masivas Pago Proveedores - CBU:01400380-03508053707365 BENEF: 0-27318830059 REF:VAR-5080537073 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"429,01",,"5.210.564,89",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"150.189,00",,"5.210.993,90",Trf. Masivas Pago Proveedores - CBU:01400380-03508054165157 BENEF: 0-20307496365 REF:VAR-5080541651 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"901,13",,"5.361.182,90",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"160.647,00",,"5.362.084,03",Trf. Masivas Pago Proveedores - CBU:01400380-03508054164932 BENEF: 0-20201323070 REF:VAR-5080541649 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"963,88",,"5.522.731,03",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"89.919,00",,"5.523.694,91",Trf. Masivas Pago Proveedores - CBU:01400380-03508052990719 BENEF: 0-20300382119 REF:VAR-5080529907 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"539,51",,"5.613.613,91",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"154.185,00",,"5.614.153,42",Trf. Masivas Pago Proveedores - CBU:01400380-03508051136105 BENEF: 0-20183209729 REF:VAR-5080511361 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"925,11",,"5.768.338,42",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"82.000,00",,"5.769.263,53",Trf. Masivas Pago Proveedores - CBU:01400380-03508054071098 BENEF: 0-27345349796 REF:VAR-5080540710 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"492,00",,"5.851.263,53",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"70.001,00",,"5.851.755,53",Trf. Masivas Pago Proveedores - CBU:01400380-03508054071173 BENEF: 0-27411681578 REF:VAR-5080540711 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"420,01",,"5.921.756,53",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"90.122,00",,"5.922.176,54",Trf. Masivas Pago Proveedores - CBU:01400380-03508052979318 BENEF: 0-20228417700 REF:VAR-5080529793 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"540,73",,"6.012.298,54",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"190.001,00",,"6.012.839,27",Trf. Masivas Pago Proveedores - CBU:01400380-03508053094175 BENEF: 0-20394915166 REF:VAR-5080530941 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.140,01",,"6.202.840,27",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"132.800,00",,"6.203.980,28",Trf. Masivas Pago Proveedores - CBU:01400380-03508051377724 BENEF: 0-20251562262 REF:VAR-5080513777 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"796,80",,"6.336.780,28",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"149.720,00",,"6.337.577,08",Trf. Masivas Pago Proveedores - CBU:01400380-03508053702728 BENEF: 0-20184835836 REF:VAR-5080537027 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"898,32",,"6.487.297,08",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"114.732,00",,"6.488.195,40",Trf. Masivas Pago Proveedores - CBU:01400380-03508051090786 BENEF: 0-20292981393 REF:VAR-5080510907 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"688,39",,"6.602.927,40",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"93.316,00",,"6.603.615,79",Trf. Masivas Pago Proveedores - CBU:01400380-03508052979233 BENEF: 0-20381471056 REF:VAR-5080529792 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"559,90",,"6.696.931,79",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"75.405,00",,"6.697.491,69",Trf. Masivas Pago Proveedores - CBU:01400380-03508053678245 BENEF: 0-20370376671 REF:VAR-5080536782 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"452,43",,"6.772.896,69",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"119.469,00",,"6.773.349,12",Trf. Masivas Pago Proveedores - CBU:01400380-03508051377991 BENEF: 0-20160575930 REF:VAR-5080513779 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"716,81",,"6.892.818,12",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"90.001,00",,"6.893.534,93",Trf. Masivas Pago Proveedores - CBU:01400380-03508053736624 BENEF: 0-27405514902 REF:VAR-5080537366 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"540,01",,"6.983.535,93",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"95.716,00",,"6.984.075,94",Trf. Masivas Pago Proveedores - CBU:01400380-03508053678597 BENEF: 0-23274215089 REF:VAR-5080536785 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"574,30",,"7.079.791,94",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"94.381,00",,"7.080.366,24",Trf. Masivas Pago Proveedores - CBU:01400380-03508053677945 BENEF: 0-20278477585 REF:VAR-5080536779 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"566,29",,"7.174.747,24",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"141.332,00",,"7.175.313,53",Trf. Masivas Pago Proveedores - CBU:01400380-03508053193742 BENEF: 0-27258492442 REF:VAR-5080531937 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"847,99",,"7.316.645,53",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"50.242,00",,"7.317.493,52",Trf. Masivas Pago Proveedores - CBU:01400380-03508052933910 BENEF: 0-20354297443 REF:VAR-5080529339 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"301,45",,"7.367.735,52",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"113.945,00",,"7.368.036,97",Trf. Masivas Pago Proveedores - CBU:01400380-03508052979073 BENEF: 0-20375988462 REF:VAR-5080529790 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"683,67",,"7.481.981,97",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"119.801,00",,"7.482.665,64",Trf. Masivas Pago Proveedores - CBU:01400380-03508053678160 BENEF: 0-20367160706 REF:VAR-5080536781 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"718,81",,"7.602.466,64",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"98.669,00",,"7.603.185,45",Trf. Masivas Pago Proveedores - CBU:01400380-03508053678085 BENEF: 0-20365698474 REF:VAR-5080536780 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"592,01",,"7.701.854,45",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"140.479,00",,"7.702.446,46",Trf. Masivas Pago Proveedores - CBU:01400915-03710250971775 BENEF: 0-20299291414 REF:VAR-7102509717 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"842,87",,"7.842.925,46",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"139.573,00",,"7.843.768,33",Trf. Masivas Pago Proveedores - CBU:01400380-03508052992685 BENEF: 0-20209356873 REF:VAR-5080529926 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"837,44",,"7.983.341,33",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"99.410,00",,"7.984.178,77",Trf. Masivas Pago Proveedores - CBU:01400380-03508053146319 BENEF: 0-23351056274 REF:VAR-5080531463 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"596,46",,"8.083.588,77",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"166.954,00",,"8.084.185,23",Trf. Masivas Pago Proveedores - CBU:01400380-03508051090861 BENEF: 0-20331185389 REF:VAR-5080510908 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.001,72",,"8.251.139,23",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"105.346,00",,"8.252.140,95",Trf. Masivas Pago Proveedores - CBU:01400380-03508053677600 BENEF: 0-20239452591 REF:VAR-5080536776 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"632,08",,"8.357.486,95",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"198.710,00",,"8.358.119,03",Trf. Masivas Pago Proveedores - CBU:01400038-03400350881352 BENEF: 0-27149517540 REF:VAR-4003508813 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.192,26",,"8.556.829,03",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"109.771,00",,"8.558.021,29",Trf. Masivas Pago Proveedores - CBU:01400380-03508050925078 BENEF: 0-20144878338 REF:VAR-5080509250 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"658,63",,"8.667.792,29",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"121.376,00",,"8.668.450,92",Trf. Masivas Pago Proveedores - CBU:01400380-03508052977107 BENEF: 0-20318273201 REF:VAR-5080529771 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"728,26",,"8.789.826,92",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"160.714,00",,"8.790.555,18",Trf. Masivas Pago Proveedores - CBU:01400380-03508053146586 BENEF: 0-20957501908 REF:VAR-5080531465 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"964,28",,"8.951.269,18",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"116.704,00",,"8.952.233,46",Trf. Masivas Pago Proveedores - CBU:01400380-03508053703707 BENEF: 0-20281639103 REF:VAR-5080537037 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"700,22",,"9.068.937,46",
04/08/2022,Trf. Masivas Pago Proveedores,TRANSFERENCIA,12,"100.896,00",,"9.069.637,68",Trf. Masivas Pago Proveedores - CBU:01400380-03508052991521 BENEF: 0-20332262883 REF:VAR-5080529915 Referencia: BAPRO
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"605,38",,"9.170.533,68",
04/08/2022,Credito DEBIN,TRANSFERENCIA,12,,"1.100.000,00","9.171.139,06",Credito DEBIN - PDX4OGNYW11XR1R90L6EY5 TE ENVIARON DINERO DESDE MERCADO PAGO EN CONCEPTO DE VARIOS CBU/CVU:0000003100027016978237 CUIT:33708528809
04/08/2022,Crédito por Transferencia,TRANSFERENCIA,12,,"17.000.000,00","8.071.139,06",Crédito por Transferencia - I-FLOW S.A. - 33708528809 REF:VAR-VARIOS NUEVO BANCO INDUSTRIAL DE AZUL
04/08/2022,Deb. Pago de Sueldo,SUELDOS,11,"8.975.093,00",,"-8.928.860,94",
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"53.850,56",,"46.232,06",
04/08/2022,CRED BCA ELECTRONICA INTERBANC,TRANSFERENCIA,12,,"16.836.531,61","100.082,62",CRED BCA ELECTRONICA INTERBANC - PROVEEDORES 30706034532 FINCREDIT LTDA. COOP. C.C. Y  Referencia: 6415408
04/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"303.057,57",,"-16.736.448,99",
04/08/2022,Impuesto Débitos y Créditos/CR,IMPUESTOS CREDITOS,4,"101.019,19",,"-16.433.391,42",
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"1.818,35",,"-16.332.372,23",
04/08/2022,Descto. Docum.- Acreditación,OPERACIONES FINANCIERAS,8,,"1.139.029,91","-16.330.553,88",Descto. Docum.- Acreditación - 
04/08/2022,IIBB- Acreditaciones Bancarias,IIBB,3,"20.502,54",,"-17.469.583,79",
04/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"2.250.000,00",,"-17.449.081,25",Pago Cheque de Cámara Recibida - Número De Cheque: 939
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"13.500,00",,"-15.199.081,25",
04/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.575.328,37",,"-15.185.581,25",Pago Cheque de Cámara Recibida - Número De Cheque: 987
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"9.451,97",,"-13.610.252,88",
04/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.009.848,20",,"-13.600.800,91",Pago Cheque de Cámara Recibida - Número De Cheque: 1202
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.059,09",,"-12.590.952,71",
04/08/2022,Pago Cheque de Cámara Recibida,CHEQUE,1,"1.009.848,20",,"-12.584.893,62",Pago Cheque de Cámara Recibida - Número De Cheque: 1203
04/08/2022,Impuesto Débitos y Créditos/DB,IMPUESTOS DEBITOS,5,"6.059,09",,"-11.575.045,42",
